timestamp,heart_rate,hrv,steps,stress_label
2025-01-01 14:45:00,83,45,331,0
2025-01-01 15:00:00,88,32,270,0
2025-01-01 15:15:00,75,45,722,0
2025-01-01 15:30:00,85,43,37,0
2025-01-01 15:45:00,83,38,105,0
2025-01-01 16:00:00,83,35,9,0
2025-01-01 16:15:00,78,41,103,0
2025-01-01 16:30:00,81,26,139,0
2025-01-01 16:45:00,96,30,300,0
2025-01-01 17:00:00,77,38,27,0
2025-01-01 17:15:00,92,28,48,0
2025-01-01 17:30:00,72,28,72,0
2025-01-01 17:45:00,85,53,582,0
2025-01-01 18:00:00,100,24,84,0
2025-01-01 18:15:00,86,29,105,0
2025-01-01 18:30:00,89,29,114,0
2025-01-01 18:45:00,82,15,176,0
2025-01-01 19:00:00,83,25,134,0
2025-01-01 19:15:00,80,27,395,0
2025-01-01 19:30:00,88,26,48,0
2025-01-01 19:45:00,90,29,177,0
2025-01-01 20:00:00,96,24,56,0
2025-01-01 20:15:00,87,18,110,0
2025-01-01 20:30:00,103,36,39,0
2025-01-01 20:45:00,86,30,35,0
2025-01-01 21:00:00,87,28,246,0
2025-01-01 21:15:00,93,29,19,0
2025-01-01 21:30:00,77,35,248,0
2025-01-01 21:45:00,96,34,149,0
2025-01-01 22:00:00,92,29,0,0
2025-01-01 22:15:00,96,39,0,0
2025-01-01 22:30:00,89,36,0,0
2025-01-01 22:45:00,94,35,0,0
2025-01-01 23:00:00,82,41,0,0
2025-01-01 23:15:00,72,30,0,0
2025-01-01 23:30:00,87,32,0,0
2025-01-01 23:45:00,87,33,0,0
2025-01-02 00:00:00,89,35,0,0
2025-01-02 00:15:00,79,33,0,0
2025-01-02 00:30:00,81,39,0,0
2025-01-02 00:45:00,76,27,0,0
2025-01-02 01:00:00,78,43,0,0
2025-01-02 01:15:00,74,48,0,0
2025-01-02 01:30:00,74,45,0,0
2025-01-02 01:45:00,66,51,0,0
2025-01-02 02:00:00,75,64,0,0
2025-01-02 02:15:00,68,54,0,0
2025-01-02 02:30:00,76,46,0,0
2025-01-02 02:45:00,71,58,0,0
2025-01-02 03:00:00,69,61,0,0
2025-01-02 03:15:00,78,71,0,0
2025-01-02 03:30:00,62,57,0,0
2025-01-02 03:45:00,74,74,0,0
2025-01-02 04:00:00,73,62,0,0
2025-01-02 04:15:00,66,56,0,0
2025-01-02 04:30:00,64,55,0,0
2025-01-02 04:45:00,65,57,0,0
2025-01-02 05:00:00,56,53,0,0
2025-01-02 05:15:00,64,59,0,0
2025-01-02 05:30:00,56,74,0,0
2025-01-02 05:45:00,54,70,0,0
2025-01-02 06:00:00,58,53,0,0
2025-01-02 06:15:00,58,86,0,0
2025-01-02 06:30:00,60,65,0,0
2025-01-02 06:45:00,57,59,0,0
2025-01-02 07:00:00,67,64,0,0
2025-01-02 07:15:00,72,73,158,0
2025-01-02 07:30:00,56,68,178,0
2025-01-02 07:45:00,68,74,12,0
2025-01-02 08:00:00,58,62,42,0
2025-01-02 08:15:00,62,62,197,0
2025-01-02 08:30:00,55,73,241,0
2025-01-02 08:45:00,61,70,565,0
2025-01-02 09:00:00,60,66,169,0
2025-01-02 09:15:00,66,61,49,0
2025-01-02 09:30:00,60,72,75,0
2025-01-02 09:45:00,59,71,153,0
2025-01-02 10:00:00,66,64,14,0
2025-01-02 10:15:00,60,66,34,0
2025-01-02 10:30:00,70,61,187,0
2025-01-02 10:45:00,61,56,110,0
2025-01-02 11:00:00,63,58,287,0
2025-01-02 11:15:00,64,66,44,0
2025-01-02 11:30:00,65,64,676,0
2025-01-02 11:45:00,72,63,459,0
2025-01-02 12:00:00,62,62,196,0
2025-01-02 12:15:00,77,78,319,0
2025-01-02 12:30:00,72,64,139,0
2025-01-02 12:45:00,73,49,352,0
2025-01-02 13:00:00,61,53,383,0
2025-01-02 13:15:00,70,45,60,0
2025-01-02 13:30:00,83,54,16,0
2025-01-02 13:45:00,75,44,39,0
2025-01-02 14:00:00,74,54,92,0
2025-01-02 14:15:00,69,46,242,0
2025-01-02 14:30:00,79,57,21,0
2025-01-02 14:45:00,71,28,472,0
2025-01-02 15:00:00,74,60,76,0
2025-01-02 15:15:00,83,43,164,0
2025-01-02 15:30:00,80,40,78,0
2025-01-02 15:45:00,85,38,246,0
2025-01-02 16:00:00,74,29,241,0
2025-01-02 16:15:00,86,43,118,0
2025-01-02 16:30:00,93,50,157,0
2025-01-02 16:45:00,78,29,271,0
2025-01-02 17:00:00,89,23,309,0
2025-01-02 17:15:00,87,26,72,0
2025-01-02 17:30:00,87,24,176,0
2025-01-02 17:45:00,93,43,328,0
2025-01-02 18:00:00,89,34,213,0
2025-01-02 18:15:00,80,20,48,0
2025-01-02 18:30:00,98,31,178,0
2025-01-02 18:45:00,83,37,249,0
2025-01-02 19:00:00,85,38,376,0
2025-01-02 19:15:00,93,31,27,0
2025-01-02 19:30:00,92,17,105,0
2025-01-02 19:45:00,81,27,296,0
2025-01-02 20:00:00,89,31,562,1
2025-01-02 20:15:00,92,10,118,0
2025-01-02 20:30:00,86,36,721,0
2025-01-02 20:45:00,92,37,861,0
2025-01-02 21:00:00,81,31,140,0
2025-01-02 21:15:00,91,34,6,0
2025-01-02 21:30:00,87,28,287,0
2025-01-02 21:45:00,80,34,205,0
2025-01-02 22:00:00,90,32,0,0
2025-01-02 22:15:00,81,38,0,0
2025-01-02 22:30:00,79,30,0,0
2025-01-02 22:45:00,86,35,0,0
2025-01-02 23:00:00,77,33,0,0
2025-01-02 23:15:00,85,38,0,0
2025-01-02 23:30:00,90,44,0,0
2025-01-02 23:45:00,87,46,0,0
2025-01-03 00:00:00,88,35,0,0
2025-01-03 00:15:00,82,42,0,0
2025-01-03 00:30:00,83,45,0,0
2025-01-03 00:45:00,75,55,0,0
2025-01-03 01:00:00,87,37,0,0
2025-01-03 01:15:00,75,39,0,0
2025-01-03 01:30:00,79,49,0,0
2025-01-03 01:45:00,73,59,0,0
2025-01-03 02:00:00,71,52,0,0
2025-01-03 02:15:00,71,53,0,0
2025-01-03 02:30:00,78,50,0,0
2025-01-03 02:45:00,69,44,0,0
2025-01-03 03:00:00,79,39,0,0
2025-01-03 03:15:00,74,45,0,0
2025-01-03 03:30:00,74,62,0,0
2025-01-03 03:45:00,75,63,0,0
2025-01-03 04:00:00,77,68,0,0
2025-01-03 04:15:00,72,83,0,0
2025-01-03 04:30:00,68,66,0,0
2025-01-03 04:45:00,54,54,0,0
2025-01-03 05:00:00,64,60,0,0
2025-01-03 05:15:00,68,58,0,0
2025-01-03 05:30:00,68,80,0,0
2025-01-03 05:45:00,64,59,0,0
2025-01-03 06:00:00,66,64,0,0
2025-01-03 06:15:00,60,65,0,0
2025-01-03 06:30:00,65,60,0,0
2025-01-03 06:45:00,63,70,0,0
2025-01-03 07:00:00,57,70,0,0
2025-01-03 07:15:00,66,89,30,0
2025-01-03 07:30:00,55,64,78,0
2025-01-03 07:45:00,51,73,77,0
2025-01-03 08:00:00,68,62,190,0
2025-01-03 08:15:00,60,70,283,0
2025-01-03 08:30:00,62,76,233,0
2025-01-03 08:45:00,62,77,246,0
2025-01-03 09:00:00,57,66,86,0
2025-01-03 09:15:00,53,59,379,0
2025-01-03 09:30:00,65,75,347,0
2025-01-03 09:45:00,57,67,54,0
2025-01-03 10:00:00,67,58,171,0
2025-01-03 10:15:00,63,60,306,0
2025-01-03 10:30:00,63,64,261,0
2025-01-03 10:45:00,57,64,39,0
2025-01-03 11:00:00,66,60,251,0
2025-01-03 11:15:00,65,63,149,0
2025-01-03 11:30:00,75,53,277,0
2025-01-03 11:45:00,69,56,65,0
2025-01-03 12:00:00,60,64,440,0
2025-01-03 12:15:00,64,66,739,0
2025-01-03 12:30:00,65,61,107,0
2025-01-03 12:45:00,71,55,5,0
2025-01-03 13:00:00,74,66,43,0
2025-01-03 13:15:00,66,59,43,0
2025-01-03 13:30:00,71,52,235,0
2025-01-03 13:45:00,75,54,67,0
2025-01-03 14:00:00,91,41,73,0
2025-01-03 14:15:00,80,55,86,0
2025-01-03 14:30:00,76,38,230,0
2025-01-03 14:45:00,81,33,300,0
2025-01-03 15:00:00,71,64,164,0
2025-01-03 15:15:00,83,39,53,0
2025-01-03 15:30:00,81,35,88,0
2025-01-03 15:45:00,75,32,14,0
2025-01-03 16:00:00,77,34,193,0
2025-01-03 16:15:00,84,46,52,0
2025-01-03 16:30:00,85,35,447,0
2025-01-03 16:45:00,83,45,127,0
2025-01-03 17:00:00,77,49,122,0
2025-01-03 17:15:00,88,30,198,0
2025-01-03 17:30:00,86,35,677,0
2025-01-03 17:45:00,93,40,103,0
2025-01-03 18:00:00,95,28,216,0
2025-01-03 18:15:00,86,21,316,0
2025-01-03 18:30:00,88,19,215,0
2025-01-03 18:45:00,90,28,21,0
2025-01-03 19:00:00,93,27,85,0
2025-01-03 19:15:00,86,34,24,0
2025-01-03 19:30:00,98,37,221,0
2025-01-03 19:45:00,94,44,387,0
2025-01-03 20:00:00,89,34,148,0
2025-01-03 20:15:00,98,47,409,0
2025-01-03 20:30:00,80,37,437,0
2025-01-03 20:45:00,94,24,240,0
2025-01-03 21:00:00,94,37,207,0
2025-01-03 21:15:00,94,28,568,1
2025-01-03 21:30:00,79,33,11,0
2025-01-03 21:45:00,84,47,386,0
2025-01-03 22:00:00,85,39,0,0
2025-01-03 22:15:00,88,37,0,0
2025-01-03 22:30:00,77,40,0,0
2025-01-03 22:45:00,83,40,0,0
2025-01-03 23:00:00,83,35,0,0
2025-01-03 23:15:00,85,41,0,0
2025-01-03 23:30:00,74,40,0,0
2025-01-03 23:45:00,88,34,0,0
2025-01-04 00:00:00,84,37,0,0
2025-01-04 00:15:00,83,29,0,0
2025-01-04 00:30:00,83,52,0,0
2025-01-04 00:45:00,79,40,0,0
2025-01-04 01:00:00,76,59,0,0
2025-01-04 01:15:00,67,42,0,0
2025-01-04 01:30:00,83,57,0,0
2025-01-04 01:45:00,75,40,0,0
2025-01-04 02:00:00,76,54,0,0
2025-01-04 02:15:00,74,46,0,0
2025-01-04 02:30:00,67,56,0,0
2025-01-04 02:45:00,65,50,0,0
2025-01-04 03:00:00,74,52,0,0
2025-01-04 03:15:00,64,59,0,0
2025-01-04 03:30:00,74,67,0,0
2025-01-04 03:45:00,65,53,0,0
2025-01-04 04:00:00,75,55,0,0
2025-01-04 04:15:00,67,70,0,0
2025-01-04 04:30:00,71,59,0,0
2025-01-04 04:45:00,68,54,0,0
2025-01-04 05:00:00,71,66,0,0
2025-01-04 05:15:00,62,62,0,0
2025-01-04 05:30:00,62,67,0,0
2025-01-04 05:45:00,63,59,0,0
2025-01-04 06:00:00,60,49,0,0
2025-01-04 06:15:00,65,66,0,0
2025-01-04 06:30:00,58,75,0,0
2025-01-04 06:45:00,67,67,0,0
2025-01-04 07:00:00,53,60,0,0
2025-01-04 07:15:00,72,65,547,0
2025-01-04 07:30:00,56,70,329,0
2025-01-04 07:45:00,58,72,610,0
2025-01-04 08:00:00,61,70,127,0
2025-01-04 08:15:00,66,66,331,0
2025-01-04 08:30:00,61,76,34,0
2025-01-04 08:45:00,56,58,433,0
2025-01-04 09:00:00,61,77,144,0
2025-01-04 09:15:00,63,79,101,0
2025-01-04 09:30:00,63,67,686,0
2025-01-04 09:45:00,68,61,98,0
2025-01-04 10:00:00,64,60,5,0
2025-01-04 10:15:00,66,59,452,0
2025-01-04 10:30:00,63,65,134,0
2025-01-04 10:45:00,77,79,39,0
2025-01-04 11:00:00,62,69,222,0
2025-01-04 11:15:00,65,60,22,0
2025-01-04 11:30:00,65,63,205,0
2025-01-04 11:45:00,66,56,329,0
2025-01-04 12:00:00,62,59,39,0
2025-01-04 12:15:00,68,51,89,0
2025-01-04 12:30:00,79,43,186,0
2025-01-04 12:45:00,63,64,32,0
2025-01-04 13:00:00,72,50,27,0
2025-01-04 13:15:00,75,46,7,0
2025-01-04 13:30:00,78,56,527,0
2025-01-04 13:45:00,73,50,48,0
2025-01-04 14:00:00,77,48,169,0
2025-01-04 14:15:00,69,44,126,0
2025-01-04 14:30:00,76,40,645,0
2025-01-04 14:45:00,81,48,678,0
2025-01-04 15:00:00,80,42,150,0
2025-01-04 15:15:00,83,36,80,0
2025-01-04 15:30:00,80,38,76,0
2025-01-04 15:45:00,76,31,142,0
2025-01-04 16:00:00,84,36,291,0
2025-01-04 16:15:00,86,44,151,0
2025-01-04 16:30:00,83,38,125,0
2025-01-04 16:45:00,78,35,14,0
2025-01-04 17:00:00,82,31,219,0
2025-01-04 17:15:00,80,42,51,0
2025-01-04 17:30:00,93,39,19,0
2025-01-04 17:45:00,86,40,536,0
2025-01-04 18:00:00,80,43,1,0
2025-01-04 18:15:00,90,25,355,0
2025-01-04 18:30:00,88,34,48,0
2025-01-04 18:45:00,88,23,106,0
2025-01-04 19:00:00,87,32,108,0
2025-01-04 19:15:00,84,22,2,0
2025-01-04 19:30:00,91,18,97,0
2025-01-04 19:45:00,93,32,145,0
2025-01-04 20:00:00,92,29,204,0
2025-01-04 20:15:00,93,30,42,0
2025-01-04 20:30:00,88,21,273,0
2025-01-04 20:45:00,95,32,243,0
2025-01-04 21:00:00,91,27,563,1
2025-01-04 21:15:00,85,44,144,0
2025-01-04 21:30:00,88,43,481,0
2025-01-04 21:45:00,86,31,414,0
2025-01-04 22:00:00,73,35,0,0
2025-01-04 22:15:00,89,44,0,0
2025-01-04 22:30:00,92,51,0,0
2025-01-04 22:45:00,93,30,0,0
2025-01-04 23:00:00,88,44,0,0
2025-01-04 23:15:00,86,24,0,0
2025-01-04 23:30:00,85,45,0,0
2025-01-04 23:45:00,84,44,0,0
2025-01-05 00:00:00,76,38,0,0
2025-01-05 00:15:00,80,42,0,0
2025-01-05 00:30:00,83,62,0,0
2025-01-05 00:45:00,79,47,0,0
2025-01-05 01:00:00,78,39,0,0
2025-01-05 01:15:00,78,44,0,0
2025-01-05 01:30:00,77,55,0,0
2025-01-05 01:45:00,72,55,0,0
2025-01-05 02:00:00,70,49,0,0
2025-01-05 02:15:00,73,60,0,0
2025-01-05 02:30:00,79,60,0,0
2025-01-05 02:45:00,77,51,0,0
2025-01-05 03:00:00,68,40,0,0
2025-01-05 03:15:00,72,66,0,0
2025-01-05 03:30:00,59,69,0,0
2025-01-05 03:45:00,67,41,0,0
2025-01-05 04:00:00,60,61,0,0
2025-01-05 04:15:00,62,69,0,0
2025-01-05 04:30:00,69,70,0,0
2025-01-05 04:45:00,65,77,0,0
2025-01-05 05:00:00,62,54,0,0
2025-01-05 05:15:00,64,58,0,0
2025-01-05 05:30:00,61,57,0,0
2025-01-05 05:45:00,58,67,0,0
2025-01-05 06:00:00,68,62,0,0
2025-01-05 06:15:00,56,66,0,0
2025-01-05 06:30:00,56,69,0,0
2025-01-05 06:45:00,59,66,0,0
2025-01-05 07:00:00,64,56,0,0
2025-01-05 07:15:00,61,75,67,0
2025-01-05 07:30:00,63,70,222,0
2025-01-05 07:45:00,65,69,485,0
2025-01-05 08:00:00,55,65,123,0
2025-01-05 08:15:00,57,74,588,0
2025-01-05 08:30:00,61,71,113,0
2025-01-05 08:45:00,66,69,69,0
2025-01-05 09:00:00,63,65,50,0
2025-01-05 09:15:00,58,71,516,0
2025-01-05 09:30:00,64,71,162,0
2025-01-05 09:45:00,71,67,298,0
2025-01-05 10:00:00,59,53,5,0
2025-01-05 10:15:00,64,71,108,0
2025-01-05 10:30:00,62,71,13,0
2025-01-05 10:45:00,65,67,222,0
2025-01-05 11:00:00,62,74,34,0
2025-01-05 11:15:00,63,68,102,0
2025-01-05 11:30:00,63,65,95,0
2025-01-05 11:45:00,62,63,69,0
2025-01-05 12:00:00,70,54,52,0
2025-01-05 12:15:00,62,63,79,0
2025-01-05 12:30:00,72,55,114,0
2025-01-05 12:45:00,73,54,67,0
2025-01-05 13:00:00,73,62,425,0
2025-01-05 13:15:00,74,60,10,0
2025-01-05 13:30:00,81,51,19,0
2025-01-05 13:45:00,75,38,37,0
2025-01-05 14:00:00,79,60,62,0
2025-01-05 14:15:00,72,57,308,0
2025-01-05 14:30:00,72,40,132,0
2025-01-05 14:45:00,83,40,153,0
2025-01-05 15:00:00,78,47,179,0
2025-01-05 15:15:00,78,35,119,0
2025-01-05 15:30:00,84,57,37,0
2025-01-05 15:45:00,88,43,50,0
2025-01-05 16:00:00,84,34,141,0
2025-01-05 16:15:00,88,33,21,0
2025-01-05 16:30:00,88,36,525,0
2025-01-05 16:45:00,89,36,240,0
2025-01-05 17:00:00,91,40,202,0
2025-01-05 17:15:00,77,23,220,0
2025-01-05 17:30:00,89,30,1249,1
2025-01-05 17:45:00,86,28,31,0
2025-01-05 18:00:00,87,49,202,0
2025-01-05 18:15:00,90,18,427,0
2025-01-05 18:30:00,83,22,224,0
2025-01-05 18:45:00,86,25,9,0
2025-01-05 19:00:00,92,29,148,0
2025-01-05 19:15:00,90,18,79,0
2025-01-05 19:30:00,77,20,423,0
2025-01-05 19:45:00,92,21,283,0
2025-01-05 20:00:00,96,34,507,1
2025-01-05 20:15:00,87,39,55,0
2025-01-05 20:30:00,92,29,122,0
2025-01-05 20:45:00,88,40,799,0
2025-01-05 21:00:00,94,37,429,0
2025-01-05 21:15:00,92,37,145,0
2025-01-05 21:30:00,93,33,18,0
2025-01-05 21:45:00,89,30,63,0
2025-01-05 22:00:00,92,26,0,0
2025-01-05 22:15:00,88,33,0,0
2025-01-05 22:30:00,96,27,0,0
2025-01-05 22:45:00,86,29,0,0
2025-01-05 23:00:00,86,31,0,0
2025-01-05 23:15:00,84,45,0,0
2025-01-05 23:30:00,84,40,0,0
2025-01-05 23:45:00,89,37,0,0
2025-01-06 00:00:00,79,36,0,0
2025-01-06 00:15:00,84,36,0,0
2025-01-06 00:30:00,83,38,0,0
2025-01-06 00:45:00,82,35,0,0
2025-01-06 01:00:00,74,47,0,0
2025-01-06 01:15:00,75,34,0,0
2025-01-06 01:30:00,86,43,0,0
2025-01-06 01:45:00,72,45,0,0
2025-01-06 02:00:00,73,55,0,0
2025-01-06 02:15:00,76,60,0,0
2025-01-06 02:30:00,69,55,0,0
2025-01-06 02:45:00,72,48,0,0
2025-01-06 03:00:00,76,52,0,0
2025-01-06 03:15:00,74,54,0,0
2025-01-06 03:30:00,66,62,0,0
2025-01-06 03:45:00,68,50,0,0
2025-01-06 04:00:00,71,62,0,0
2025-01-06 04:15:00,57,66,0,0
2025-01-06 04:30:00,55,58,0,0
2025-01-06 04:45:00,74,59,0,0
2025-01-06 05:00:00,63,47,0,0
2025-01-06 05:15:00,65,73,0,0
2025-01-06 05:30:00,62,52,0,0
2025-01-06 05:45:00,64,60,0,0
2025-01-06 06:00:00,62,77,0,0
2025-01-06 06:15:00,55,62,0,0
2025-01-06 06:30:00,60,57,0,0
2025-01-06 06:45:00,59,75,0,0
2025-01-06 07:00:00,61,73,0,0
2025-01-06 07:15:00,65,70,128,0
2025-01-06 07:30:00,68,67,562,0
2025-01-06 07:45:00,58,58,43,0
2025-01-06 08:00:00,52,69,46,0
2025-01-06 08:15:00,65,69,352,0
2025-01-06 08:30:00,58,61,100,0
2025-01-06 08:45:00,57,72,134,0
2025-01-06 09:00:00,61,57,136,0
2025-01-06 09:15:00,54,73,547,0
2025-01-06 09:30:00,55,62,116,0
2025-01-06 09:45:00,60,55,211,0
2025-01-06 10:00:00,72,58,213,0
2025-01-06 10:15:00,65,62,32,0
2025-01-06 10:30:00,54,60,44,0
2025-01-06 10:45:00,63,56,189,0
2025-01-06 11:00:00,68,63,614,0
2025-01-06 11:15:00,60,59,453,0
2025-01-06 11:30:00,58,61,36,0
2025-01-06 11:45:00,62,68,523,0
2025-01-06 12:00:00,58,69,9,0
2025-01-06 12:15:00,72,66,55,0
2025-01-06 12:30:00,66,57,407,0
2025-01-06 12:45:00,77,63,60,0
2025-01-06 13:00:00,74,45,175,0
2025-01-06 13:15:00,67,47,274,0
2025-01-06 13:30:00,75,60,432,0
2025-01-06 13:45:00,77,59,349,0
2025-01-06 14:00:00,69,51,4,0
2025-01-06 14:15:00,70,49,223,0
2025-01-06 14:30:00,73,34,139,0
2025-01-06 14:45:00,73,47,51,0
2025-01-06 15:00:00,71,46,246,0
2025-01-06 15:15:00,77,56,396,0
2025-01-06 15:30:00,79,35,114,0
2025-01-06 15:45:00,76,35,190,0
2025-01-06 16:00:00,89,50,363,0
2025-01-06 16:15:00,85,45,299,0
2025-01-06 16:30:00,87,38,306,0
2025-01-06 16:45:00,77,28,104,0
2025-01-06 17:00:00,82,33,366,0
2025-01-06 17:15:00,84,50,359,0
2025-01-06 17:30:00,86,32,394,0
2025-01-06 17:45:00,90,27,193,0
2025-01-06 18:00:00,83,39,42,0
2025-01-06 18:15:00,88,41,33,0
2025-01-06 18:30:00,94,34,97,0
2025-01-06 18:45:00,81,25,5,0
2025-01-06 19:00:00,83,21,106,0
2025-01-06 19:15:00,94,19,96,0
2025-01-06 19:30:00,79,33,356,0
2025-01-06 19:45:00,90,36,159,0
2025-01-06 20:00:00,89,22,59,0
2025-01-06 20:15:00,96,34,234,0
2025-01-06 20:30:00,88,39,52,0
2025-01-06 20:45:00,83,22,42,0
2025-01-06 21:00:00,93,18,358,0
2025-01-06 21:15:00,83,28,82,0
2025-01-06 21:30:00,85,32,96,0
2025-01-06 21:45:00,89,37,602,0
2025-01-06 22:00:00,91,30,0,0
2025-01-06 22:15:00,94,28,0,0
2025-01-06 22:30:00,85,22,0,0
2025-01-06 22:45:00,89,47,0,0
2025-01-06 23:00:00,86,36,0,0
2025-01-06 23:15:00,87,45,0,0
2025-01-06 23:30:00,85,35,0,0
2025-01-06 23:45:00,87,30,0,0
2025-01-07 00:00:00,80,35,0,0
2025-01-07 00:15:00,72,52,0,0
2025-01-07 00:30:00,83,49,0,0
2025-01-07 00:45:00,73,23,0,0
2025-01-07 01:00:00,90,39,0,0
2025-01-07 01:15:00,88,48,0,0
2025-01-07 01:30:00,74,51,0,0
2025-01-07 01:45:00,73,49,0,0
2025-01-07 02:00:00,69,48,0,0
2025-01-07 02:15:00,80,41,0,0
2025-01-07 02:30:00,77,48,0,0
2025-01-07 02:45:00,65,67,0,0
2025-01-07 03:00:00,72,48,0,0
2025-01-07 03:15:00,68,60,0,0
2025-01-07 03:30:00,66,59,0,0
2025-01-07 03:45:00,71,55,0,0
2025-01-07 04:00:00,73,60,0,0
2025-01-07 04:15:00,63,72,0,0
2025-01-07 04:30:00,71,61,0,0
2025-01-07 04:45:00,63,61,0,0
2025-01-07 05:00:00,64,63,0,0
2025-01-07 05:15:00,64,71,0,0
2025-01-07 05:30:00,63,65,0,0
2025-01-07 05:45:00,49,65,0,0
2025-01-07 06:00:00,72,77,0,0
2025-01-07 06:15:00,51,61,0,0
2025-01-07 06:30:00,57,58,0,0
2025-01-07 06:45:00,56,70,0,0
2025-01-07 07:00:00,55,82,0,0
2025-01-07 07:15:00,56,72,3,0
2025-01-07 07:30:00,59,58,117,0
2025-01-07 07:45:00,49,58,4,0
2025-01-07 08:00:00,64,87,236,0
2025-01-07 08:15:00,59,77,55,0
2025-01-07 08:30:00,63,82,103,0
2025-01-07 08:45:00,64,80,144,0
2025-01-07 09:00:00,61,69,329,0
2025-01-07 09:15:00,53,60,281,0
2025-01-07 09:30:00,55,58,364,0
2025-01-07 09:45:00,58,63,195,0
2025-01-07 10:00:00,61,86,507,0
2025-01-07 10:15:00,59,69,43,0
2025-01-07 10:30:00,64,68,315,0
2025-01-07 10:45:00,62,62,572,0
2025-01-07 11:00:00,58,77,132,0
2025-01-07 11:15:00,68,65,17,0
2025-01-07 11:30:00,66,57,261,0
2025-01-07 11:45:00,66,65,90,0
2025-01-07 12:00:00,68,51,260,0
2025-01-07 12:15:00,72,82,390,0
2025-01-07 12:30:00,69,62,98,0
2025-01-07 12:45:00,67,47,251,0
2025-01-07 13:00:00,69,48,130,0
2025-01-07 13:15:00,73,64,250,0
2025-01-07 13:30:00,79,49,90,0
2025-01-07 13:45:00,73,47,131,0
2025-01-07 14:00:00,70,49,200,0
2025-01-07 14:15:00,78,40,566,0
2025-01-07 14:30:00,65,58,167,0
2025-01-07 14:45:00,85,49,204,0
2025-01-07 15:00:00,82,45,565,0
2025-01-07 15:15:00,79,45,91,0
2025-01-07 15:30:00,71,38,150,0
2025-01-07 15:45:00,80,35,178,0
2025-01-07 16:00:00,85,23,146,0
2025-01-07 16:15:00,84,54,132,0
2025-01-07 16:30:00,84,53,189,0
2025-01-07 16:45:00,84,46,355,0
2025-01-07 17:00:00,87,44,673,0
2025-01-07 17:15:00,93,24,59,0
2025-01-07 17:30:00,83,29,144,0
2025-01-07 17:45:00,92,39,66,0
2025-01-07 18:00:00,96,24,39,0
2025-01-07 18:15:00,91,38,55,0
2025-01-07 18:30:00,87,19,19,0
2025-01-07 18:45:00,87,42,64,0
2025-01-07 19:00:00,90,23,178,0
2025-01-07 19:15:00,86,37,54,0
2025-01-07 19:30:00,81,28,772,0
2025-01-07 19:45:00,82,23,95,0
2025-01-07 20:00:00,91,37,96,0
2025-01-07 20:15:00,89,36,128,0
2025-01-07 20:30:00,82,33,189,0
2025-01-07 20:45:00,83,51,215,0
2025-01-07 21:00:00,91,18,533,1
2025-01-07 21:15:00,90,39,61,0
2025-01-07 21:30:00,83,30,227,0
2025-01-07 21:45:00,95,29,101,0
